Company Name,Company Code
RAJ TELE,532826
PAGE INDUSTR,532827
AMD INDUS,532828
LEHAR,532829
ASTRAL,532830
INDBUL REAL,532832
CAMLINFINE,532834
ICRA,532835
DISH TV,532839
SAHYA INDU,532841
SREE RAYALA,532842
FORTIS,532843
TGBHOTELS,532845
HILTON MET,532847
DELTA CORP,532848
MIC ELECTRON,532850
INSECTCID,532851
ASAHI SONG,532853
HARYA CAPFIN,532855
TIME TECHNO,532856
HGSL,532859
NELCAST,532864
V2RETAIL,532867
DLF LIMITED,532868
TARMAT,532869
ANKIT METAL,532870
SUNPHA ADV,532872
ALLIED DIGIT,532875
ALPA LAB,532878
SIR SHADI LA,532879
OMAXE LTD,532880
REFEX,532884
CENTRAL BK,532885
SEL MANUF,532886
ASIAN GRANIT,532888
K.P.R. MILL,532889
TAKE SOLUT,532890
PURAVANKARA,532891
MOTILALOFS,532892
VTM LTD,532893
IWIND ENERGY,532894
NAGREKA CAP,532895
MAGNUM VENT,532896
POWER GRID,532898
KAVERI SEED,532899
PAISALO,532900
SUPREME INFR,532904
MAANALU,532906
ILFSENGG,532907
PARLEIND,532911
RELIGARE ENT,532915
BARAK VALL,532916
RATHI BARS,532918
ADANI PORTS,532921
EDELWEISS,532922
RGL,532923
KOLTEPATIL,532924
KAUSHAL INFR,532925
JYOTHYLAB,532926
ECLERX,532927
TRIL,532928
BRIGADE,532929
BGR ENERGY,532930
BURNPUR,532931
MANAKSIA LTD,532932
PORWAL AUTO,532933
PPAP,532934
ARIES AGRO,532935
KUANTUM,532937
RPOWER,532939
J KUMAR INFR,532940
CORDS CABLE,532941
KNR CONST,532942
ONMOBILE,532944
SEPC,532945
BANG,532946
IRB INFRA,532947
GSS INFOTECH,532951
NAHAR CAP,532952
V GUARD IND,532953
RECLTD,532955
GOKAK TEXTI,532957
DHANI,532960
TITAGARH,532966
KIRI DYES,532967
ABML,532974
JAIBALA IND,532976
BAJAJ AUTO,532977
BAJAJ FINSE,532978
GOKUL REFOIL,532980
RPG LIFESCI,532983
KOTAK SENSEX,532985
NIRAJ CEMENT,532986
RANE BRAKE,532987
RANE ENGVL,532988
BAFNA PHARMA,532989
CHL LTD,532992
SEJAL,532993
ARCHIDPLY IN,532994
LEHIL,532998
SOMI CONVEY,533001
LGB FORGE,533007
LANDMRK PRO,533012
SICAGEN IND,533014
SIMPLEX MIL,533018
SIMPLEX PAP,533019
20 MICRONS,533022
ZFCVINDIA,533023
ALKALI,533029
ISGEC,533033
INDIAN MET,533047
TPHQ,533048
VEDAVAAG,533056
MOLDTKPACK,533080
MAH HOLIDAY,533088
EXCEL,533090
RAJ OIL,533093
BENGLA& ASM,533095
ADANI POWER,533096
NHPC,533098
GLOBUS SPR,533104
OIL INDIA,533106
BHILWRA TEC,533108
SH PRECOTED,533110
EXPLEOSOL,533121
RTNPOWER,533122
DEN NETWORK,533137
ASTEC LIFE,533138
DLINK IND,533146
JSW ENERGY,533148
ESSAR SECU,533149
GODREJ PROP,533150
D B CORP,533151
MBLINFRA,533152
JUBL FOOD,533155
VASCON ENG,533156
THANGAMAYIL,533158
D B REALTY,533160
EMMBI,533161
HATHWAY CAB,533162
ARSS INFRA,533163
TEXMO PIPES,533164
SUNDARAMMUL,533166
ROSSELL IND,533168
MAN INFRA,533169
TAMBOLIIN,533170
IVZINGOLD,533172
IL&FS TRANS,533177
PERSISTENT,533179
INTRASOFT,533181
KCP SUGAR IN,533192
KIRLOSKAR EL,533193
SATCH,533202
TARAPUR TRA,533203
SJVN,533206
EMAMI PAPER,533208
KRITI NUTRI,533210
GKB OPHTHA,533212
HMVL,533217
EMAMIREAL,533218
ASIAN HTL E,533227
BAJAJCON,533229
HDFCGOLD,533230
PRAKASHSTL,533239
ICICIGOLD,533244
GPPL,533248
WELSPUN INV,533252
SASTASUNDR,533259
CAREERP,533260
EROS MEDIA,533261
RAMKY INFRA,533262
GREENPOWER,533263
CANTABIL,533267
SEATV,533268
VATECH WABA,533269
BEDMUTHA IN,533270
ASHOKA,533271
JWL,533272
OBEROI REAL,533273
PRESTIGE,533274
SHAH,533275
COAL INDIA,533278
GRAVITA,533282
RPP INFRA,533284
RDB REALTY,533285
MOIL LTD,533286
ZEE LEARN,533287
KESAR TERMI,533289
A2ZINFRA,533292
KIRLOIL ENG,533293
RAVI KUMAR,533294
PUNJABNSIND,533295
FMNL,533296
SURANASOL,533298
SHEKHAWATI,533301
KALYANI INV,533302
BF INVEST,533303
SUMMIT SECU,533306
INNO INVEST,533315
STEL,533316
OMKAR SPC,533317
JUBILNT IND,533320
TEXMACO RAIL,533326
IND TERRAIN,533329
FINEOTEX  CH,533333
DHUNINV,533336
ZEN TECH,533339
LOVABLE,533343
PTCFIN SER,533344
MON100,533385
MUTHOOT FIN,533398
FCONSUMER,533400
CIL NOVA,533407
BSLGOLDETF,533408
VMS INDUSTR,533427
KARMA ENERG,533451
DELPHIFX,533452
RUSHIL DECOR,533470
ENKEI WHEEL,533477
KRIINFRA,533482
INVENTURE,533506
LNT FH,533519
YAARI,533520
TREE HOUSE,533540
BROOKS LABS,533543
RUPA & CO,533552
TD POWER,533553
AXISGOLD,533570
ALEM PHARMA,533573
VASWANI IND,533576
PG ELECTRO,533581
LESHAIND,533602
RDB RASAYAN,533608
TIJARIA PPL,533629
ONELIFE CAP,533632
FLEXITUFF,533638
UJAAS,533644
TRIVENITURB,533655
INDO THAI,533676
ESSAR SHIP,533704
LICMFGOLD,533719
APL APOLLO,533758
GPT INFRA,533761
FERVENTSYN,533896
TSIL,533941
TERASOFTWARE,533982
PMCFIN,534060
FUT SOL,534063
AIML,534064
RHIM,534076
MCX LTD,534091
SCHNEIDER,534139
OLYMPIC,534190
NBCC,534309
MT EDUCARE,534312
HEXATRADEX,534328
MAXHEIGHTS,534338
TBZ LTD,534369
VSSL,534392
LOOKS,534422
SPECIALITY R,534425
LYPSA GEMS,534532
RTNINDIA,534597
SAMPANN,534598
JTLIND,534600
AMTL,534612
NECC LTD,534615
WAAREERTL,534618
JUPITER INFO,534623
VINAYAK POL,534639
DUCON,534674
PROZONER,534675
SRG HFL,534680
COMFORT COM,534691
CASPIAN,534732
AERPACE,534733
VIRTUAL GLO,534741
ZUARI AGRO,534742
STEEL EXCH,534748
TRIO MERCAN,534755
CIGNITI TECH,534758
CDG,534796
CARERATING,534804
PC JEWELLER,534809
INDUSTOWER,534816
VMART,534976
NIBE,535136
MUKTA,535204
MYSTICELE,535205
COM FINCAP,535267
SBISENSEX,535276
REPCO HOME,535322
LAKHOTIA POL,535387
GCM SECU,535431
NRB IND BEA,535458
KIFS FSL,535566
SREELEATHER,535601
SHARDA MOTOR,535602
SV GLOBAL,535621
JUSTDIAL,535648
OONE,535657
IFINSEC,535667
BRAHM INFRA,535693
QUEST SOFTEC,535719
KHOOBSURAT,535730
ORIENT CEM,535754
ABFRL,535755
IBUL HSG FIN,535789
ESSENTIA,535958
JULIEN,536073
TIGER LOGS,536264
JKAGRI GEN,536493
FUTLIF FAS,536507
PVVINFRA,536659
VCU DATA,536672
INDRENEW,536709
JIN POLY INV,536773
INTEGRA TELE,536868
MOM100,536960
CAPTAIN POLY,536974
ICICINIFTY,537007
ICICINF100,537008
ARNOLD HOLD,537069
SUNIL HEALTH,537253
RCI IND,537254
SUYOG TELE,537259
NATH BIOGEN,537291
AGRI TECH,537292
CHEMTECH IND,537326
TAAZAINT,537392
NIF100BEES,537483
VIAANINDUS,537524
DENIS CHEM,537536
POLYMAC,537573
ETT LTD,537707
KOTAKNIFTY,537708
HANSUGAR,537709
KIRAN VYPAR,537750
BCP LTD,537766
RACE,537785
MANGALAM IND,537800
VFL,537820
PHOENIX TN,537839
INFRONICS SY,537985
CPSE ETF,538057
HARIA APL,538081
VASUPRADA,538092
RNB DENIMS,538119
GOLD LINE,538180
SHARP INV,538212
WONDERLA,538268
GCM CAPI,538319
AFEL,538351
INCREDIBLE,538365
WEST LEIRES,538382
MAESTROS ELE,538401
SPS,538402
JACKSON,538422
MONEYBOXX,538446
QUASAR,538452
TPROJECT,538464
AMARSEC,538465
CTL,538476
TARINI,538496
YAANENT,538521
JTAPARIA,538539
RLFL,538540
GOLDCOINHF,538542
BANSAL ROOF,538546
SKIPPER,538562
VISTARAMAR,538565
GULFOIL LUB,538567
TRIVENI ENT,538569
QUANTBUILD,538596
TTIENT,538597
VISHAL,538598
TOYAMSL,538607
GAJANANSEC,538609
UNISON,538610
VRL,538634
SNOWMAN,538635
QGO,538646
PURSHOTTAM,538647
SHARDACROP,538666
NAYSAA,538668
SENSEXBEES,538683
SHEMAROO,538685
ULTRACAB,538706
RCCL,538707
ETIL,538708
ATISHAY,538713
SANGAMFIN,538714
DHABRIYA,538715
PDSL,538730
VGCL,538732
CEINSYSTECH,538734
PANABYTE,538742
CRANE INFRA,538770
NIYOGIN,538772
KALYANCAP,538778
CIL,538786
GBFL,538787
GILADAFINS,538788
SAPPL,538795
AANCHALISP,538812
CAPPIPES,538817
KAIZENAGRO,538833
JMJFIN,538834
INTELLECT,538835
MONTECARLO,538836
JSTL,538837
ICL,538838
SCC,538857
PANAFIC,538860
CSL,538868
SELLWIN,538875
GALADAFIN,538881
EMERALD,538882
MKEXIM,538890
MCLOUD,538891
OCTAL,538894
MIHIKA,538895
KANCHI,538896
DHUN TEAIND,538902
VANICOM,538918
VINCOFE,538920
RAFL,538921
COSYN,538922
SOFCOM,538923
KARNAVATI,538928
MERCANTILE,538942
SONAL,538943
ALFL,538952
GENUSPAPER,538961
MINDACORP,538962
MERCURYLAB,538964
CONCORD,538965
WARDINMOBI,538970
SHREESEC,538975
GRNLAM IND,538979
TALBROSENG,538987
SAPL,538992
PUROHITCON,538993
PTCIL,539006
CHENFERRO,539011
MEGRISOFT,539012
GITARENEW,539013
ORTEL,539015
STARHFL,539017
BEEKAY,539018
SETFBSE100,539031
FRASER,539032
TTIL,539040
GANVERSE,539041
AGIIL,539042
BKMINDST,539043
MANAKSTELTD,539044
MNKALCOLTD,539045
MNKCMILTD,539046
IMAGICAA,539056
INOXWIND,539083
AANANDALAK,539096
URSUGAR,539097
FILTRA,539098
SHESHAINDS,539111
PML,539113
ALAN SCOTT,539115
SUJALA,539117
VRLLOG,539118
BFFL,539120
PALCO,539121
BODHTREE,539122
VBIND,539123
SARVOTTAM,539124
MEP,539126
WARDWIZFBL,539132
UFO,539141
PANTH,539143
SHIVALIK,539148
ICSL,539149
PNCINFRA,539150
ARFIN,539151
INDRAIND,539175
HAWAENG,539176
AIIL,539177
DFL,539190
POEL,539195
AEL,539196
CAPFIN,539198
SGFIN,539199
SATIA,539201
GVBL,539206
GARMNTMNTR,539216
SRESTHA,539217
SAUMYA,539218
MUL,539219
SPORTKING,539221
GROWINGTON,539222
RUDRA,539226
LOYAL,539227
GGPL,539228
BALKRISHNA,539251
SCFL,539252
ADANIENSOL,539254
STARDELTA,539255
SAMSRITA,539267
SYNGENE,539268
MSL,539275
KAYA,539276
ALSTONE,539277
SYMBIOX,539278
ORTINLAABS,539287
AVI,539288
AURUM,539289
OSWALGREEN,539290
VASUDHAGAM,539291
AKSPINTEX,539300
ARVSMART,539301
POWERMECH,539302
CANOPYFIN,539304
RAMASTEEL,539309
THINKINK,539310
UTISENSETF,539312
UTINIFTETF,539313
UNIAUTO,539314
VETO,539331
NAVKARCORP,539332
SHREEPUSHK,539334
GUJGAS,539336
WAAREE,539337
SADBHIN,539346
SALAUTO,539353
POLYSPIN,539354
PRITIKAUTO,539359
MINFY,539383
ACME,539391
VISHALBL,539398
BELLACASA,539399
MALLCOM,539400
NAKSH,539402
SATIN,539404
DITCO,539405
SWAGTAM,539406
GENCON,539407
KUBERJI,539408
NEERAJ,539409
TEJNAKSH,539428
COFFEEDAY,539436
IDFCFIRSTB,539437
BEARDSELL,539447
INDIGO,539448
SHK,539450
PANORAMA,539469
SHREEGANES,539470
GTV,539479
LICNETFN50,539480
LICNETFSEN,539487
GARBIFIN,539492
SMARTFIN,539494
ADCON,539506
QUINT,539515
HDFCNIFTY,539516
HDFCSENSEX,539517
UDAYJEW,539518
MAYUKH,539519
ALKEM,539523
LALPATHLAB,539524
SCTL,539526
CREATIVE,539527
AAYUSH,539528
LUXIND,539542
ABHIINFRA,539544
APOORVA,539545
BNL,539546
NH,539551
FMEC,539552
DDIL,539559
REMLIFE,539561
AARNAV,539562
SCL,539574
SIPTL,539584
SHIVA,539593
MISHTANN,539594
DELTA,539596
CGFL,539598
KEL,539599
BLUECLOUDS,539607
KEIL,539620
BCLENTERPR,539621
PRECAM,539636
TEAMLEASE,539658
VIDLI,539659
BESTAGRO,539660
ACEMEN,539661
BFLAFL,539662
RCL,539673
QUICKHEAL,539678
KAPILRAJ,539679
KPEL,539686
IFINSER,539692
HILIKS,539697
HYPERSOFT,539724
GOKULAGRO,539725
FREDUN,539730
SIMBHALS,539742
RELICAB,539760
VKAL,539761
MNIL,539767
ADVIKCA,539773
LICNFNHGP,539784
PDMJEPAPER,539785
HCG,539787
UMIYA,539798
BHARATWIRE,539799
CHDCHEM,539800
INFIBEAM,539807
LELAVOIR,539814
BALGOPAL,539834
SUPERIOR,539835
RPEL,539837
LANCER,539841
NINSYS,539843
HALDER,539854
THYROCARE,539871
BAJAJHCARE,539872
UJJIVAN,539874
RSDFIN,539875
CROMPTON,539876
PILANIINVS,539883
DARSHANORNA,539884
PARAGMILK,539889
MADHAVIPL,539894
KOCL,539910
NAGARFERT,539917
SEIL,539921
MIL,539938
YASHCHEM,539939
ICICINV20,539945
BAZELINTER,539946
JLL,539947
TAALENT,539956
MGL,539957
ZEAL,539963
QUESS,539978
ICICIMCAP,539980
HUIL,539984
TITAANIUM,539985
COMSYN,539986
CFEL,539991
LLOYDSENGG,539992
KPL,539997
LTIM,540005
EASTWEST,540006
BSLSENETFG,540008
COLORCHIPS,540023
ADVENZYMES,540025
LAHL,540026
PTIL,540027
DBL,540047
SPAL,540048
BIGBLOC,540061
ECS,540063
FRETAIL,540064
RBLBANK,540065
SHIVAEXPO,540072
BLS,540073
MITSU,540078
SPRAYKING,540079
DHATRE,540080
GOVNOW,540081
RSTL,540082
TVVISION,540083
VISCO,540097
TIAANC,540108
LTTS,540115
GNA,540124
RADHIKAJWE,540125
ICICIPRULI,540133
IISL,540134
ARCFIN,540135
HPL,540136
SAGARSOFT,540143
DRA,540144
VALIANTORG,540145
ACML,540146
SHASHIJIT,540147
ENDURANCE,540153
IDFSENSEXE,540154
PURPLE,540159
SUPRAPFSL,540168
PNBHOUSING,540173
SOUTHERNIN,540174
REGENCY,540175
VBL,540180
SALEM,540181
FRANKLININD,540190
LKPSEC,540192
OSIAJEE,540198
SFL,540203
EIKO,540204
AVL,540205
HEADSUP,540210
TCIEXP,540212
LAURUSLABS,540222
NEWLIGHT,540243
VSL,540252
MTPL,540254
SHANGAR,540259
GLCL,540266
FLORACORP,540267
TRU,540268
PRICOLLTD,540293
CFL,540310
JITFINFRA,540311
RMC,540358
PARMAX,540359
LLFICL,540360
DANUBE,540361
RADIOCITY,540366
DMART,540376
IFL,540377
ONTIC,540386
SMLT,540393
CHEMCRUX,540395
MANOMAY,540396
MAXIMUS,540401
CLEDUCATE,540403
SHANKARA,540425
CLFL,540481
STARLENT,540492
SCHAND,540497
KANUNGO,540515
MEERA,540519
IRBINVIT,540526
HUDCO,540530
PSPPROJECT,540544
BGJL,540545
INDIGRID,540565
VARIMAN,540570
STARCEMENT,540575
RIDDHICORP,540590
TEJASNET,540595
ERIS,540596
GTPL,540602
AUBANK,540611
ICICILOVOL,540612
GGENG,540614
7NR,540615
SALASAR,540642
GANGESSEC,540647
PALASHSEC,540648
AVADHSUGAR,540649
MAGADHSUGAR,540650
JIGAR,540651
CTCL,540652
GSTL,540654
UTINEXT50,540669
SIS,540673
COCHINSHIP,540678
SMSLIFE,540679
KIOCL,540680
SMRUTHIORG,540686
ABCAPITAL,540691
APEX,540692
SHISHIND,540693
ANG,540694
KCDGROUP,540696
DIXON,540699
BRNL,540700
DCAL,540701
LASA,540702
MATRIMONY,540704
RELHOME,540709
CAPACITE,540710
SAGAR,540715
ICICIGI,540716
PQIF,540717
AKM,540718
SBILIFE,540719
DIAMONDYD,540724
SISL,540725
TTFL,540726
POOJA,540727
SAYAJIIND,540728
VANTABIO,540729
MEHAI,540730
SGRL,540737
STL,540738
GODREJAGRO,540743
MASFIN,540749
IEX,540750
GICRE,540755
SCPL,540757
TIINDIA,540762
NAM-INDIA,540767
MAHLOG,540768
NIACL,540769
IFGLEXPOR,540774
KHADIM,540775
5PAISA,540776
HDFCLIFE,540777
SBRANDS,540782
SHARIKA,540786
ICICIB22,540787
ASPIRA,540788
DNAMEDIA,540789
DYNAMIC,540795
SHALBY,540797
MRCAGRO,540809
SADHNA,540821
VITESSE,540823
ASTRON,540824
CHANDRIMA,540829
RITHWIKFMS,540843
7SEAS,540874
APOLLO,540879
NEWGEN,540900
PRAXIS,540901
AMBER,540902
TIRUFOAM,540904
SRUSTEELS,540914
ASHOKAMET,540923
GALAXYSURF,540935
GGL,540936
MEDICO,540937
LAL,540952
KENVI,540953
IWP,540954
TDSL,540955
BHATIA,540956
SHIVAMILLS,540961
ASTERDM,540975
YSL,540980
KANCOTEA,541005
ANGEL,541006
HGINFRA,541019
INFLAME,541083
BPLPHARMA,541096
LIQUIDETF,541097
BDL,541143
ACTIVE,541144
GOYALALUM,541152
BANDHANBNK,541153
HAL,541154
KBCGLOBAL,541161
SANDHAR,541163
YASHO,541167
BENARA,541178
ISEC,541179
MIDHANI,541195
OBCL,541206
TRL,541228
LEMONTREE,541233
CHEMFABALKA,541269
HARDWYN,541276
ORIENTELEC,541301
DHRUV,541302
AKSHAR,541303
ICICI500,541313
INDOSTAR,541336
MILEFUR,541337
UHZAVERI,541338
PARVATI,541347
MEGASTAR,541352
INNOVATORS,541353
ZIMLAB,541400
AFFORDABLE,541402
DOLLAR,541403
NGIL,541418
PALMJEWELS,541444
WAA,541445
ADANIGREEN,541450
SOLARA,541540
GAYAHWS,541546
RITES,541556
FINEORG,541557
VARROC,541578
RAJNISH,541601
RAWEDGE,541634
TCNSBRANDS,541700
ASHNI,541702
GFIL,541703
HDFCAMC,541729
VIVANTA,541735
TINNATFL,541741
CREDITACC,541770
AMINTAN,541771
DEEP,541778
ICICINXT50,541809
ASRL,541865
SPACEINCUBA,541890
SGIL,541929
RANJEET,541945
ICICILIQ,541946
IRCON,541956
SKYGOLD,541967
SETFSN50,541972
MANORAMA,541974
INNOVATIVE,541983
AAVAS,541988
GRSE,542011
AAL,542012
DOLFIN,542013
SHUBHAM,542019
AKI,542020
SUNRETAIL,542025
SMGOLD,542034
VIVIDM,542046
BCPL,542057
ATGL,542066
PHOSPHATE,542123
NIFTYETF,542131
TECHNOE,542141
DGL,542155
NIVAKA,542206
DALBHARAT,542216
ABSLNN50ET,542230
NILASPACES,542231
SRD,542232
TREJHARA,542233
DECCAN,542248
AXITA,542285
KPIGREEN,542323
RPSGVENT,542333
SPENCER,542337
GLOSTERLTD,542351
XELPMOC,542367
RITCO,542383
CHALET,542399
ANMOL,542437
JONJUA,542446
KRANTI,542459
ANUP,542460
ARVINDFASN,542484
UTISXN50,542513
AGOL,542579
AARTECH,542580
HBEL,542592
MSTC,542597
EMBASSY,542602
CHANDNIMACH,542627
RVNL,542649
METROPOLIS,542650
KPITTECH,542651
POLYCAB,542652
VIKASLIFE,542655
NEOGEN,542665
GKP,542666
WORL,542667
EVANS,542668
BMW,542669
AEPL,542670
MAHESH,542677
DEL,542679
HARISH,542682
PPL,542684
DGCONTENT,542685
PARSHVA,542694
ARL,542721
EARUM,542724
SBC,542725
INDIAMART,542726
DCMNVL,542729
ICICIBANKN,542730
SNXT50BEES,542747
AFFLE,542752
SEACOAST,542753
ICICIBANKP,542758
SPANDANA,542759
SWSOLAR,542760
TRANSPACT,542765
ALPHALOGIC,542770
360ONE,542772
IIFLSEC,542773
MUFIN,542774
GALACTICO,542802
VEL,542803
NIESSPJ,542804
NIESSPC,542808
NIESSPA,542810
FLUOROCHEM,542812
IRCTC,542830
NIESSPE,542837
NIEHSPD,542839
NIEHSPE,542841
NIEHSPG,542843
NIEHSPH,542844
NIEHSPL,542846
NIESSPL,542847
NIESSPM,542848
GOBLIN,542850
GENSOL,542851
VISHWARAJ,542852
GREENPANEL,542857
SHAHLON,542862
ABSLBANETF,542863
ANUROOP,542865
COLABCLOUD,542866
CSBBANK,542867
UJJIVANSFB,542904
HINDWAREAP,542905
PRINCEPIPE,542907
EBBETF0430,542909
GIANLIFE,542918
ARTEMISMED,542919
SUMICHEM,542920
ICICIM150,542921
NEXT50,542922
JANUSCORP,542924
UNIVPHOTO,542933
CBPL,542934
ICLORGANIC,542935
OCTAVIUSPL,542938
SUVENPHAR,543064
SMAUTO,543065
SBICARD,543066
07AGG,543071
07GPG,543079
09GPG,543092
UTCRFS2DGR,543099
08MPD,543144
08GPG,543150
10AGG,543161
10ARD,543165
10GPG,543167
ROJL,543171
11DPR,543173
11GPG,543174
11MPD,543175
11MPR,543176
11QPD,543177
11AGG,543181
11AMD,543182
11DPD,543186
POWERINDIA,543187
DJML,543193
NATURAL,543207
REGIS,543208
AARTISURF,543210
BONLON,543211
BOROLTD,543212
ROSSARI,543213
NDRAUTO,543214
EBBETF0425,543215
EBBETF0431,543216
MINDSPACE,543217
SBGLP,543218
ICICIALPLV,543219
MAXHEALTH,543220
ICICITECH,543221
MAXINDIA,543223
HDFCNIFBAN,543224
DATAINFRA,543225
UTIBANKETF,543226
HAPPSTMNDS,543227
ROUTE,543228
SAMRATFORG,543229
ADVAIT,543230
ADL,543231
CAMS,543232
CHEMCON,543233
SECMARK,543234
ANGELONE,543235
ATAM,543236
MAZDOCK,543237
UTIAMC,543238
GMPL,543239
LIKHITHA,543240
HEMIPROP,543242
EQUITASBNK,543243
SHINEFASH,543244
GLAND,543245
ESG,543246
RBA,543248
TARC,543249
MOGSEC,543250
RVHL,543251
FAIRCHEMOR,543252
BECTORFOOD,543253
AWHCL,543254
INFRABEES,543255
RFLL,543256
IRFC,543257
INDIGOPNTS,543258
HOMEFIRST,543259
STOVEKRAFT,543260
BIRET,543261
MRP,543262
SMCGLOBAL,543263
NURECA,543264
RAILTEL,543265
HERANBA,543266
DAVANGERE,543267
DRCSYSTEMS,543268
MTARTECH,543270
JUBLINGREA,543271
EASEMYTRIP,543272
KMEW,543273
SUUMAYA,543274
ANURAS,543275
CRAFTSMAN,543276
LXCHEM,543277
KALYANKJIL,543278
SURYODAY,543279
NAZARA,543280
SUVIDHAA,543281
BARBEQUE,543283
EKI,543284
JETMALL,543286
LODHA,543287
DEEPIND,543288
PGINVIT,543290
MAFANG,543291
ICICIPHARM,543292
IWEL,543297
VINEETLAB,543298
SHYAMMETL,543299
SONACOMS,543300
DODLA,543306
KIMS,543308
TIMESGREEN,543310
IPL,543311
GRINFRA,543317
CLEAN,543318
AAPLUSTRAD,543319
ZOMATO,543320
TATVA,543321
GLS,543322
BFSI,543323
ROLEXRINGS,543325
ICICIFMCG,543326
EXXARO,543327
KRSNAA,543328
WINDLAS,543329
DEVYANI,543330
MOL,543331
EPIGRAL,543332
CARTRADE,543333
NUVOCO,543334
APTUS,543335
CHEMPLASTS,543336
SHARPLINE,543341
AASHKA,543346
AXISTECETF,543347
AXISHETF,543348
AMIORG,543349
VIJAYA,543350
AXISCETF,543357
SANSERA,543358
PREVEST,543363
MARKOLINES,543364
MASPTOP50,543365
SBLI,543366
PARAS,543367
SVRL,543373
ABSLAMC,543374
ICICICONSU,543383
NYKAA,543384
FINOPB,543386
SJS,543387
DSPNEWETF,543388
SIGACHI,543389
POLICYBZR,543390
SGFRL,543391
PAYTM,543396
SAPPHIRE,543397
LATENTVIEW,543398
TARSONS,543399
OMNIPOTENT,543400
GOCOLORS,543401
HITECH,543411
STARHEALTH,543412
TEGA,543413
MAHKTECH,543414
ANANDRATHI,543415
ZODIAC,543416
RATEGAIN,543417
SHRIRAMPPS,543419
JETFREIGHT,543420
MAPMYINDIA,543425
METROBRAND,543426
MEDPLUS,543427
DATAPATTNS,543428
HPAL,543433
SUPRIYA,543434
CLARA,543435
WITS,543436
MONQ50,543437
DSPQ50ETF,543438
BRANDBUCKT,543439
DSPN50ETF,543440
CMSINFO,543441
BCONCEPTS,543442
ASCENSIVE,543443
WEL,543449
ICICIAUTO,543450
AGSTRA,543451
ICICISILVE,543452
ALKOSIGN,543453
MAKEINDIA,543454
AWL,543458
QRIL,543460
DEVIT,543462
MANYAVAR,543463
SPITZE,543464
MOMOMENTUM,543465
SOFTTECH,543470
SILVER,543471
TECH,543472
HEALTHY,543473
BSLNIFTY,543474
EKENNIS,543475
ICICI5GSEC,543480
MIDCAPETF,543481
EUREKAFORBE,543482
GATEWAY,543489
GMRP&UI,543490
BCCL,543497
MSUMI,543498
MOLOWVOL,543501
AVROIND,543512
UMAEXPORTS,543513
VERANDA,543514
SEML,543515
DHYAANI,543516
HARIOMPIPE,543517
GLHRL,543520
FONE4,543521
CAMPUS,543523
RAINBOW,543524
SILVERTUC,543525
LICI,543526
PRUDENT,543527
VENUSPIPES,543528
DELHIVERY,543529
PARADEEP,543530
TIERRA,543531
ETHOSLTD,543532
EMUDHRA,543533
AETHER,543534
WEWIN,543535
SILVERPRL,543536
GOEL,543538
MODIS,543539
PGCRL,543540
SAILANI,543541
BRRL,543543
JAYANT,543544
VEERKRUPA,543545
HEALTHYLIFE,543546
DDEVPLASTIK,543547
MOHEALTH,543563
ICICIMOM30,543568
HDFCNIF100,543569
HDFCNEXT50,543570
ICICIINFRA,543571
DSPSILVETF,543572
SYRMA,543573
NIFTYQLITY,543574
MOMENTUM,543575
MOVALUE,543576
OLATECH,543578
NATURO,543579
RHETAN,543590
DREAMFOLKS,543591
HDFCSILVER,543592
DBOL,543593
DPL,543594
TMB,543596
VOEPL,543597
KSOLVES,543599
HARSHA,543600
HDFCQUAL,543605
CONTAINE,543606
HDFCGROWTH,543607
HDFCVALUE,543608
TIPSFILMS,543614
SRSOLTD,543615
TLL,543616
REETECH,543617
CARGOTRANS,543618
CNCRD,543619
INA,543620
CARGOSOL,543621
STML,543622
VEDANTASSET,543623
SECURCRED,543625
EMIL,543626
HDFCLOWVOL,543627
HDFCMOMENT,543628
PPLPHARMA,543635
DCI,543636
PACE,543637
TRACXN,543638
NARMADA,543643
INFOBEAN,543644
HPIL,543645
DCXINDIA,543650
FUSION,543652
BIKAJI,543653
MEDANTA,543654
TECHNOPACK,543656
ACI,543657
FIVESTAR,543663
KAYNES,543664
HDFCNIFIT,543665
HDFCPVTBAN,543666
INOXGREEN,543667
BBTCL,543668
RUSTOMJEE,543669
VINNY,543670
AAATECH,543671
ICICIFIN,543677
AMBOAGRI,543678
SIRCA,543686
DHARMAJ,543687
SARVESHWAR,543688
UNIPARTS,543689
GARGI,543709
ICICICOMMO,543710
SULA,543711
AHL,543712
DRONACHRYA,543713
LANDMARK,543714
IEL,543715
KFINTECH,543720
ELIN,543725
RADIANTCMS,543732
AVEER,543737
DSPBANKETF,543738
SAH,543743
REXSEAL,543744
SVS,543745
ELIL,543746
KAMOPAINTS,543747
AARTIPHARM,543748
DHARNI,543753
TRANSVOY,543754
EARTH,543765
ASHIKA,543766
BTML,543767
NSLNISP,543768
INDONG,543769
HDFCBSE500,543774
HDFCSML250,543775
HDFCMID150,543776
GOLDETF,543781
SEALMATIC,543782
ROBU,543787
PATRON,543798
SVJ,543799
RESGEN,543805
AIRAN,543811
DIVGIITTS,543812
PSUBANKICI,543819
SUDARSHAN,543828
GSLSU,543829
LABELKRAFT,543830
BRIGHT,543831
DEVLAB,543848
AXISPEGP,543853
JAFINANCE,543860
USK,543861
MAIDEN,543874
EXHICON,543895
AVALON,543896
SANCODE,543897
